FAC_DERIVED_CB2010,CWA Violations,CAA Violations,RCRA Violations,SDWA Violations,CWA Inspections,CAA Inspections,RCRA Inspections,SDWA Inspections,Facilities,FAC_NAICS_CODES,Total Violations Since 2001,Violations Per Facility Since 2001,Total Inspections Since 2001,Inspections Per Facility Since 2001
39021010400,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1,326112,0.0,0.0,6.0,6.0
39021011504,42.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1,nan,42.0,42.0,28.0,28.0
39023001400,60.0,0.0,3.0,0.0,8.0,17.0,17.0,0.0,1,333924 332999,63.0,63.0,42.0,42.0
39023001600,0.0,1.0,1.0,0.0,0.0,36.0,2.0,0.0,1,326199 325211 326122,2.0,2.0,38.0,38.0
39023002100,21.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,1,924110,21.0,21.0,33.0,33.0
39023002502,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2,332116 332999 336413,0.0,0.0,5.0,2.5
39023002605,174.0,0.0,7.0,0.0,12.0,64.0,6.0,0.0,1,336120 336211 33612 336111,181.0,181.0,82.0,82.0
39023002902,14.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1,nan,14.0,14.0,25.0,25.0
39023003200,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1,326130 81232,0.0,0.0,7.0,7.0
39023003400,0.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,1,221112,1.0,1.0,21.0,21.0
39025040101,2.0,0.0,6.0,0.0,0.0,0.0,31.0,0.0,1,56221,8.0,8.0,31.0,31.0
39025040203,29.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1,nan,29.0,29.0,16.0,16.0
39025040500,36.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,nan,36.0,36.0,8.0,8.0
39025040600,31.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1,nan,31.0,31.0,30.0,30.0
39025041000,7.0,1.0,2.0,0.0,27.0,14.0,3.0,0.0,2,336350 336322 336211 33635 nan,10.0,5.0,44.0,22.0
39025041501,22.0,3.0,0.0,0.0,9.0,111.0,0.0,0.0,2,221112 562910 nan,25.0,12.5,120.0,60.0
39025041701,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,2,336390 336399 326199,1.0,0.5,12.0,6.0
39025042000,24.0,6.0,0.0,0.0,8.0,71.0,0.0,0.0,1,221112 221111,30.0,30.0,79.0,79.0
39027964500,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,1,326121 333512,2.0,2.0,7.0,7.0
39027964700,34.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,2,nan 562212,34.0,17.0,35.0,17.5
39027964800,3.0,0.0,3.0,0.0,1.0,0.0,13.0,0.0,1,nan,6.0,6.0,14.0,14.0
39029950300,135.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,1,327125 331318 327993 327120,137.0,137.0,9.0,9.0
39029950400,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,1,486210 48621,1.0,1.0,20.0,20.0
39029950500,0.0,0.0,7.0,0.0,0.0,1.0,38.0,0.0,1,332998 332999 331511 562211,7.0,7.0,39.0,39.0
39029950700,658.0,1.0,4.0,0.0,26.0,16.0,6.0,0.0,2,nan 326199,663.0,331.5,48.0,24.0
39029951100,214.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1,nan,214.0,214.0,10.0,10.0
39029951500,60.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1,nan,60.0,60.0,13.0,13.0
39029951700,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,562212 221112,2.0,1.0,1.0,0.5
39029951800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,325199,0.0,0.0,0.0,0.0
39029951900,24.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1,nan,24.0,24.0,11.0,11.0
39029952200,2.0,23.0,72.0,0.0,3.0,52.0,151.0,0.0,1,562211 562213 562998 562112,97.0,97.0,206.0,206.0
39031960900,17.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,nan,17.0,17.0,20.0,20.0
39031961200,38.0,1.0,10.0,0.0,25.0,39.0,23.0,3.0,4,331221 324199 331110 331111 33122 326199 562212 nan,49.0,12.25,90.0,22.5
39031961300,15.0,3.0,2.0,0.0,16.0,32.0,4.0,0.0,2,322130 322121 nan,20.0,10.0,52.0,26.0
39031961400,106.0,8.0,48.0,0.0,40.0,102.0,64.0,0.0,5,331511 326130 326121 327999 325211 32613 313320 31332 nan 339999 332996,162.0,32.4,206.0,41.2
39031961700,0.0,0.0,1.0,0.0,0.0,10.0,4.0,0.0,1,315992 339113 315990,1.0,1.0,14.0,14.0
39033974100,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1,486210,3.0,3.0,3.0,3.0
39033974300,254.0,2.0,10.0,0.0,41.0,26.0,8.0,0.0,2,335110 33511 332813 22131,266.0,133.0,75.0,37.5
39033974400,0.0,6.0,9.0,0.0,0.0,25.0,4.0,0.0,2,336612 336612,15.0,7.5,29.0,14.5
39033974600,0.0,1.0,10.0,0.0,0.0,6.0,8.0,0.0,1,336612 811490,11.0,11.0,14.0,14.0
39033974700,154.0,1.0,0.0,0.0,3.0,26.0,0.0,0.0,1,562212,155.0,155.0,29.0,29.0
39033974800,414.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1,nan,414.0,414.0,35.0,35.0
39033975200,273.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1,nan,273.0,273.0,32.0,32.0
39033975300,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,1,221112,1.0,1.0,22.0,22.0
39035101200,0.0,2.0,0.0,0.0,0.0,9.0,2.0,0.0,1,326299 326291,2.0,2.0,11.0,11.0
39035101400,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1,336322 336211,1.0,1.0,3.0,3.0
39035102200,0.0,0.0,34.0,0.0,0.0,0.0,42.0,0.0,1,332811,34.0,34.0,42.0,42.0
39035102401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,nan,0.0,0.0,0.0,0.0
39035103602,11.0,1.0,0.0,0.0,11.0,20.0,1.0,0.0,2,23711 221320,12.0,6.0,32.0,16.0
39035103900,0.0,0.0,27.0,0.0,0.0,0.0,41.0,0.0,1,561990 562211 423930,27.0,27.0,41.0,41.0
39035104800,0.0,14.0,71.0,0.0,1.0,68.0,90.0,0.0,4,325199 325998 332813 42469 424690 325110 622110 54171 212311 562211 56221 561990 42469 325110 325199,85.0,21.25,159.0,39.75
39035105100,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1,322221 326112 332431 322220,4.0,4.0,2.0,2.0
39035105602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,212399,0.0,0.0,0.0,0.0
39035107000,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,1,331314 3314 33142,2.0,2.0,9.0,9.0
39035107101,0.0,7.0,0.0,0.0,0.0,52.0,0.0,0.0,1,221330,7.0,7.0,52.0,52.0
39035108201,0.0,0.0,18.0,0.0,0.0,0.0,23.0,0.0,1,332811,18.0,18.0,23.0,23.0
39035110901,38.0,8.0,10.0,0.0,7.0,65.0,25.0,0.0,1,331111 331110 33111,56.0,56.0,97.0,97.0
39035111202,0.0,2.0,0.0,0.0,0.0,33.0,0.0,0.0,1,221112 221111 221121 221119 221122 221113,2.0,2.0,33.0,33.0
39035112301,0.0,4.0,20.0,0.0,0.0,25.0,6.0,0.0,1,332813,24.0,24.0,31.0,31.0
39035113101,0.0,2.0,36.0,0.0,0.0,6.0,69.0,0.0,3,323113 531120 323 323119 53212 49311 92411,38.0,12.666666666666666,75.0,25.0
39035113801,0.0,0.0,15.0,0.0,0.0,0.0,39.0,0.0,1,332813,15.0,15.0,39.0,39.0
39035114501,0.0,9.0,16.0,0.0,0.0,53.0,10.0,0.0,3,332439 326199 326130 325510 32551,25.0,8.333333333333334,63.0,21.0
39035114600,0.0,0.0,7.0,0.0,0.0,0.0,48.0,0.0,1,221320 562211,7.0,7.0,48.0,48.0
39035115300,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,331222 3312,0.0,0.0,2.0,2.0
39035117101,8.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1,23711,8.0,8.0,11.0,11.0
39035117800,0.0,0.0,33.0,0.0,0.0,7.0,25.0,0.0,2,325998 325510 327999 32551 32552 333120,33.0,16.5,32.0,16.0
39035117900,0.0,3.0,3.0,0.0,0.0,8.0,1.0,0.0,1,333120,6.0,6.0,9.0,9.0
39035118900,0.0,3.0,3.0,0.0,0.0,20.0,5.0,0.0,1,622110 62211,6.0,6.0,25.0,25.0
39035119100,0.0,8.0,2.0,0.0,0.0,36.0,1.0,0.0,1,221330 22133,10.0,10.0,37.0,37.0
39035121300,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1,56291,2.0,2.0,4.0,4.0
39035123501,0.0,3.0,21.0,0.0,0.0,24.0,9.0,0.0,2,333999 325998 332813 332710 335121,24.0,12.0,33.0,16.5
39035123700,155.0,0.0,16.0,0.0,5.0,22.0,14.0,0.0,1,927110 92711,171.0,171.0,41.0,41.0
39035127501,0.0,0.0,13.0,0.0,0.0,0.0,20.0,0.0,2,nan 332811,13.0,6.5,20.0,10.0
39035132301,217.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1,nan,217.0,217.0,12.0,12.0
39035132302,0.0,13.0,133.0,0.0,0.0,36.0,199.0,0.0,2,562112 562211 325998 42269 424690 42469 334419 327110 33441 327112,146.0,73.0,235.0,117.5
39035133104,0.0,2.0,9.0,0.0,0.0,20.0,9.0,0.0,1,325998 562112 325510,11.0,11.0,29.0,29.0
39035136103,0.0,10.0,0.0,0.0,0.0,27.0,0.0,0.0,1,327992 331111,10.0,10.0,27.0,27.0
39035137101,0.0,0.0,28.0,0.0,0.0,7.0,18.0,0.0,1,332813 33281,28.0,28.0,25.0,25.0
39035138107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,332812 3399,0.0,0.0,0.0,0.0
39035138109,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1,332999 333120 336413 32311,1.0,1.0,6.0,6.0
39035152201,81.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,1,999999,81.0,81.0,18.0,18.0
39035152303,0.0,0.0,18.0,0.0,4.0,1.0,25.0,0.0,1,332811,18.0,18.0,30.0,30.0
39035152502,0.0,3.0,8.0,0.0,0.0,35.0,11.0,0.0,1,333992,11.0,11.0,46.0,46.0
39035152603,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,1,331421 331420,2.0,2.0,7.0,7.0
39035154601,0.0,3.0,8.0,0.0,0.0,26.0,6.0,0.0,1,323111 326113 326199,11.0,11.0,32.0,32.0
39035154700,0.0,3.0,33.0,0.0,0.0,37.0,12.0,0.0,1,325510 32551,36.0,36.0,49.0,49.0
39035156102,0.0,4.0,0.0,0.0,0.0,46.0,1.0,0.0,2,325199 541712 212399 541614,4.0,2.0,47.0,23.5
39035160800,58.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1,nan,58.0,58.0,14.0,14.0
39035161700,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,1,335991 335912 327125,1.0,1.0,28.0,28.0
39035173107,0.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,1,622110,4.0,4.0,16.0,16.0
39035174204,0.0,0.0,4.0,0.0,0.0,0.0,42.0,0.0,1,nan,4.0,4.0,42.0,42.0
39035174207,132.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1,nan,132.0,132.0,15.0,15.0
39035175201,31.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1,nan,31.0,31.0,17.0,17.0
39035181100,26.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,1,221320,26.0,26.0,25.0,25.0
39035184104,62.0,1.0,3.0,0.0,16.0,25.0,2.0,0.0,4,331521 335224 331523 332323 332510 325998 562212 nan,66.0,16.5,43.0,10.75
39035185101,0.0,3.0,27.0,0.0,4.0,28.0,14.0,0.0,1,326199 326130 32619 325211,30.0,30.0,46.0,46.0
39035189110,0.0,1.0,14.0,0.0,0.0,27.0,12.0,0.0,1,332812 332311 332323 327993,15.0,15.0,39.0,39.0
39035192900,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,326199,0.0,0.0,5.0,5.0
39035194100,0.0,1.0,9.0,0.0,0.0,9.0,10.0,0.0,2,332321 332812 332813,10.0,5.0,19.0,9.5
39035195600,112.0,0.0,2.0,0.0,13.0,0.0,1.0,0.0,1,22132,114.0,114.0,14.0,14.0
39035195700,0.0,0.0,23.0,0.0,0.0,14.0,31.0,0.0,1,423930,23.0,23.0,45.0,45.0
39035196100,13.0,26.0,50.0,0.0,16.0,212.0,31.0,0.0,6,325998 325510 327211 32551 332812 325131 332112 33211 331110 331222 33111 331111 331221 325199 325998 325414 221320 23711 323111 323110,89.0,14.833333333333334,259.0,43.166666666666664
39035980100,0.0,2.0,16.0,0.0,0.0,19.0,9.0,0.0,1,332813,18.0,18.0,28.0,28.0
39035981100,0.0,4.0,2.0,0.0,0.0,27.0,5.0,0.0,1,331511 336310 33631 336211 336312 336399 423930 336311,6.0,6.0,32.0,32.0
39037540100,0.0,1.0,7.0,0.0,0.0,30.0,8.0,0.0,1,332812,8.0,8.0,38.0,38.0
39037555102,23.0,5.0,5.0,0.0,28.0,114.0,6.0,0.0,5,336320 336391 336211 336322 336390 336399 33639 327212 nan 221112 325193 325199,33.0,6.6,148.0,29.6
39039958100,140.0,3.0,27.0,0.0,65.0,108.0,73.0,0.0,4,331511 33152 331524 33151 325181 22132 325188 486210 48621 486210,170.0,42.5,246.0,61.5
39039958300,348.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1,nan,348.0,348.0,18.0,18.0
39039958500,0.0,4.0,4.0,0.0,0.0,83.0,3.0,0.0,2,327993 327999 221112,8.0,4.0,86.0,43.0
39039958600,0.0,0.0,5.0,0.0,0.0,53.0,4.0,0.0,2,327993 562212,5.0,2.5,57.0,28.5
39039958800,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1,327993,0.0,0.0,11.0,11.0
39041010200,79.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1,nan,79.0,79.0,32.0,32.0
39041010520,0.0,3.0,10.0,0.0,0.0,27.0,48.0,0.0,2,325510 32551 32521 325211 23799 334512,13.0,6.5,75.0,37.5
39041010530,24.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1,nan,24.0,24.0,15.0,15.0
39041011413,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,nan,13.0,13.0,1.0,1.0
39041011421,46.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1,nan,46.0,46.0,30.0,30.0
39041012100,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,1,332439,1.0,1.0,14.0,14.0
39041012200,0.0,9.0,3.0,0.0,0.0,44.0,4.0,0.0,1,331511,12.0,12.0,48.0,48.0
39043040100,140.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1,nan,140.0,140.0,24.0,24.0
39043040400,75.0,5.0,0.0,0.0,30.0,60.0,0.0,0.0,2,327410 nan,80.0,40.0,90.0,45.0
39043040500,68.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2,nan 332431,68.0,34.0,14.0,7.0
39043040700,0.0,2.0,2.0,0.0,0.0,11.0,4.0,0.0,1,325510 32551 325211,4.0,4.0,15.0,15.0
39043040900,37.0,5.0,22.0,0.0,35.0,33.0,7.0,0.0,2,336360 33636 nan,64.0,32.0,75.0,37.5
39043041300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,325510 339942,0.0,0.0,0.0,0.0
39043041400,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,1,331511,1.0,1.0,8.0,8.0
39043041700,11.0,2.0,19.0,0.0,5.0,27.0,6.0,0.0,1,336322 336320 336391 336399 336390 336321 336211 332813,32.0,32.0,38.0,38.0
39043041800,146.0,11.0,8.0,0.0,10.0,82.0,8.0,0.0,4,336320 326220 326291 336322 326299 54133 325212 562212 221112 324122,165.0,41.25,100.0,25.0
39045030300,144.0,0.0,1.0,0.0,18.0,12.0,1.0,0.0,1,322130 32213,145.0,145.0,31.0,31.0
39045030600,85.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,nan,85.0,85.0,20.0,20.0
39045030900,12.0,7.0,15.0,0.0,10.0,18.0,4.0,0.0,2,322222 322220 32229 322221 nan,34.0,17.0,32.0,16.0
39045031200,2.0,0.0,2.0,0.0,1.0,23.0,3.0,0.0,1,486210 48621,4.0,4.0,27.0,27.0
39045031300,0.0,1.0,65.0,0.0,0.0,13.0,91.0,0.0,3,326199 326299 32612 562211 423930 326140,66.0,22.0,104.0,34.666666666666664
39045031700,0.0,0.0,5.0,0.0,0.0,32.0,4.0,0.0,1,327212,5.0,5.0,36.0,36.0
39045032000,0.0,0.0,5.0,0.0,0.0,7.0,4.0,0.0,1,327212,5.0,5.0,11.0,11.0
39045032200,116.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1,22132,116.0,116.0,29.0,29.0
39045032300,0.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,1,322130 32213,2.0,2.0,12.0,12.0
39045032500,78.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,1,562212,78.0,78.0,25.0,25.0
39045032701,134.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,nan,134.0,134.0,20.0,20.0
39047925800,332.0,3.0,0.0,0.0,2.0,25.0,0.0,0.0,1,325193,335.0,335.0,27.0,27.0
39047925900,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1,486210 48621,0.0,0.0,20.0,20.0
39047926000,0.0,5.0,16.0,0.0,0.0,30.0,8.0,0.0,1,336330 326299 336399 336212 336390 33633,21.0,21.0,38.0,38.0
39047926200,121.0,3.0,4.0,0.0,30.0,30.0,2.0,0.0,2,326130 32613 326199 nan,128.0,64.0,62.0,31.0
39049001121,0.0,3.0,0.0,0.0,0.0,36.0,0.0,0.0,2,611310 611310,3.0,1.5,36.0,18.0
39049002510,0.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,1,331419,4.0,4.0,14.0,14.0
39049006000,4.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,1,327212,4.0,4.0,16.0,16.0
39049007395,0.0,1.0,1.0,0.0,0.0,14.0,4.0,0.0,1,332431,2.0,2.0,18.0,18.0
39049007396,90.0,5.0,23.0,0.0,2.0,43.0,20.0,0.0,1,811310 81131 562920,118.0,118.0,65.0,65.0
39049007511,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,1,325211 326199,2.0,2.0,31.0,31.0
39049007933,0.0,2.0,2.0,0.0,0.0,14.0,5.0,0.0,2,332431 326112,4.0,2.0,19.0,9.5
39049008142,0.0,8.0,28.0,0.0,0.0,25.0,10.0,0.0,1,336111 326199,36.0,36.0,35.0,35.0
39049008210,1.0,2.0,3.0,0.0,4.0,26.0,43.0,0.0,3,332510 336322 71321 336370 336399 424690 42469 424710 42471 49319,6.0,2.0,73.0,24.333333333333332
39049008380,10.0,0.0,0.0,0.0,43.0,24.0,0.0,0.0,1,221320 22132,10.0,10.0,67.0,67.0
39049008811,88.0,2.0,16.0,0.0,4.0,118.0,20.0,0.0,1,331513 33151,106.0,106.0,142.0,142.0
39049008812,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,327993 327212,0.0,0.0,5.0,5.0
39049009420,137.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1,nan,137.0,137.0,17.0,17.0
39049009450,40.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1,nan,40.0,40.0,14.0,14.0
39049009495,0.0,6.0,15.0,0.0,0.0,70.0,10.0,0.0,1,331513 33151,21.0,21.0,80.0,80.0
39049009497,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,1,486210 48621,0.0,0.0,24.0,24.0
39049009590,18.0,2.0,1.0,0.0,34.0,44.0,1.0,0.0,2,221320 22132 326150 326140,21.0,10.5,79.0,39.5
39049009751,15.0,0.0,0.0,0.0,6.0,29.0,0.0,0.0,1,562212,15.0,15.0,35.0,35.0
39049009900,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,1,312120 31212,1.0,1.0,22.0,22.0
39049010300,0.0,0.0,17.0,0.0,0.0,0.0,32.0,0.0,1,48811 92811 48819,17.0,17.0,32.0,32.0
39051040500,105.0,2.0,25.0,0.0,35.0,47.0,20.0,0.0,2,332812 331221 331110 331111 33111 331221,132.0,66.0,102.0,51.0
39051040700,23.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1,nan,23.0,23.0,40.0,40.0
39051040900,285.0,8.0,23.0,1.0,41.0,124.0,16.0,11.0,6,337122 221112 221119 337127 221117 339995 326199 337212 999999 337127 nan 331210 33121,317.0,52.833333333333336,192.0,32.0
39053953500,79.0,1.0,7.0,0.0,26.0,60.0,8.0,0.0,3,221112 326199 221112 324199 562212 221119 221122 221330 nan,87.0,29.0,94.0,31.333333333333332
39053953800,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,1,nan,5.0,5.0,11.0,11.0
39053954100,38.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1,nan,38.0,38.0,14.0,14.0
39055311700,494.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1,nan,494.0,494.0,12.0,12.0
39055312201,18.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,nan,18.0,18.0,8.0,8.0
39055312300,0.0,0.0,3.0,0.0,0.0,3.0,6.0,0.0,1,326299 326291 313320 326192,3.0,3.0,9.0,9.0
39057200300,0.0,1.0,3.0,0.0,0.0,29.0,3.0,0.0,1,323110 323111 32311,4.0,4.0,32.0,32.0
39057210500,71.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1,nan,71.0,71.0,24.0,24.0
39057230100,31.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1,nan,31.0,31.0,26.0,26.0
39057240100,8.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1,22132,8.0,8.0,30.0,30.0
39057240301,37.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1,22132,37.0,37.0,25.0,25.0
39057240600,0.0,1.0,0.0,0.0,0.0,142.0,0.0,0.0,1,327310 32731,1.0,1.0,142.0,142.0
39057280300,32.0,1.0,17.0,0.0,12.0,55.0,73.0,10.0,1,928110 92811 48811,50.0,50.0,150.0,150.0
39059977400,6.0,1.0,20.0,0.0,26.0,21.0,46.0,0.0,3,332812 221320 22132 56291,27.0,9.0,93.0,31.0
39059977600,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1,333318,1.0,1.0,8.0,8.0
39059977900,18.0,5.0,94.0,0.0,7.0,46.0,96.0,0.0,3,326199 32551 331110 331112 331111 33111 32518 221112,117.0,39.0,149.0,49.666666666666664
39059978000,0.0,2.0,1.0,0.0,0.0,36.0,4.0,0.0,2,221210 22121 486210 48811 48621,3.0,1.5,40.0,20.0
39061002800,0.0,0.0,25.0,0.0,0.0,2.0,58.0,0.0,1,562211 562119 561990 56292,25.0,25.0,60.0,60.0
39061003000,0.0,7.0,0.0,0.0,0.0,76.0,0.0,0.0,1,611310,7.0,7.0,76.0,76.0
39061003200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,611310,0.0,0.0,0.0,0.0
39061004702,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,1,322130,2.0,2.0,16.0,16.0
39061005400,0.0,2.0,2.0,0.0,0.0,43.0,3.0,0.0,3,331511 33151 332322 33299 331512 332313 322130 221330,4.0,1.3333333333333333,46.0,15.333333333333334
39061005900,0.0,1.0,29.0,0.0,0.0,39.0,46.0,0.0,2,335931 33593 325132 325110 325131 325130 32513,30.0,15.0,85.0,42.5
39061006100,0.0,0.0,9.0,0.0,0.0,2.0,40.0,0.0,1,327215 56292,9.0,9.0,42.0,42.0
39061007300,0.0,2.0,132.0,0.0,0.0,32.0,206.0,0.0,2,562211 924110 562211 562219 56221,134.0,67.0,238.0,119.0
39061007400,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1,331491 331524,1.0,1.0,5.0,5.0
39061010400,6.0,0.0,0.0,0.0,27.0,11.0,0.0,0.0,1,221320 22132,6.0,6.0,38.0,38.0
39061020401,38.0,4.0,15.0,0.0,20.0,237.0,24.0,0.0,1,325211,57.0,57.0,281.0,281.0
39061020403,108.0,5.0,1.0,0.0,19.0,160.0,5.0,0.0,3,325180 325188 32518 211112 325998 325131 325181 331311 325311 32518 325188 325314 221112 221111,114.0,38.0,184.0,61.333333333333336
39061020501,6.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1,221320,6.0,6.0,16.0,16.0
39061020504,4.0,3.0,2.0,0.0,9.0,310.0,6.0,0.0,2,221210 562212 22121 562212,9.0,4.5,325.0,162.5
39061021504,0.0,2.0,6.0,0.0,0.0,18.0,8.0,0.0,1,323112 322221 323111 32222,8.0,8.0,26.0,26.0
39061023001,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1,311230,0.0,0.0,16.0,16.0
39061023100,34.0,5.0,2.0,0.0,8.0,98.0,10.0,0.0,7,336412 326130 326121 32613 337110 336350 33635 322212 221330 326191 326191,41.0,5.857142857142857,116.0,16.571428571428573
39061023201,0.0,1.0,0.0,0.0,0.0,14.0,3.0,0.0,1,325199 325998 325211 32599,1.0,1.0,17.0,17.0
39061023400,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1,nan,0.0,0.0,28.0,28.0
39061023522,0.0,0.0,4.0,0.0,0.0,16.0,6.0,0.0,1,332321,4.0,4.0,22.0,22.0
39061024303,30.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1,22132,30.0,30.0,18.0,18.0
39061024400,70.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1,nan,70.0,70.0,23.0,23.0
39061024901,196.0,2.0,17.0,0.0,2.0,21.0,8.0,0.0,1,332618 331222 339930,215.0,215.0,31.0,31.0
39061025300,0.0,0.0,12.0,0.0,0.0,7.0,10.0,0.0,1,325180 325181 325998 211112 325188 325199,12.0,12.0,17.0,17.0
39061025600,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1,323111 322212 323110 333291,0.0,0.0,6.0,6.0
39061025800,115.0,11.0,20.0,0.0,20.0,248.0,21.0,0.0,5,311225 325611 325611 221330 nan 325998 325199 324191 325613,146.0,29.2,289.0,57.8
39061026002,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1,nan,12.0,12.0,6.0,6.0
39061026101,54.0,2.0,0.0,0.0,37.0,9.0,0.0,0.0,2,331511 nan,56.0,28.0,46.0,23.0
39061026102,5.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,1,562212,5.0,5.0,17.0,17.0
39061026200,16.0,0.0,5.0,0.0,13.0,2.0,32.0,0.0,1,32411 324110 326199,21.0,21.0,47.0,47.0
39061026300,49.0,8.0,2.0,0.0,25.0,54.0,5.0,0.0,2,332439 221320 22132,59.0,29.5,84.0,42.0
39061026600,17.0,0.0,2.0,0.0,25.0,18.0,3.0,0.0,1,221320 22132,19.0,19.0,46.0,46.0
39061027000,0.0,3.0,1.0,0.0,0.0,16.0,2.0,0.0,1,622110 541715 62211,4.0,4.0,18.0,18.0
39061027400,0.0,4.0,0.0,0.0,0.0,11.0,1.0,0.0,2,313230 332439,4.0,2.0,12.0,6.0
